,OrderNumber,ProductName,Color,Category,Subcategory,ListPrice,Orderdate,Duedate,Shipdate,PromotionName,SalesRegion,OrderQuantity,UnitPrice,SalesAmount,DiscountAmount,TaxAmount,Freight
17703,SO51807,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,1,31.584,31.584,0.0,2.5267,0.7896
17719,SO51809,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,1.374,1.374,0.0,0.1099,0.0344
17720,SO51809,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,72.0,72.0,0.0,5.76,1.8
17722,SO51809,ML Mountain Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,23.484,70.452,0.0,5.6362,1.7613
17723,SO51809,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,31.584,63.168,0.0,5.0534,1.5792
17732,SO51809,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,2.994,8.982,0.0,0.7186,0.2246
17736,SO51809,LL Mountain Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,26.724,53.448,0.0,4.2758,1.3362
17751,SO51809,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,4,37.152,148.608,0.0,11.8886,3.7152
17761,SO51809,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,4,4.77,19.08,0.0,1.5264,0.477
17765,SO51810,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,Volume Discount 25 to 40,Northeast,25,3.975,89.4375,9.9375,7.155,2.2359
17769,SO51810,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,Northeast,16,2.7445,41.7164,2.1956,3.3373,1.0429
17771,SO51810,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,Northeast,17,66.0,1065.9,56.1,85.272,26.6475
17792,SO51810,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,1/28/2013,2/9/2013,2/4/2013,No Discount,Northeast,4,1.374,5.496,0.0,0.4397,0.1374
17801,SO51812,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,1,37.152,37.152,0.0,2.9722,0.9288
17809,SO51812,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,3,4.77,14.31,0.0,1.1448,0.3578
17813,SO51812,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,3,2.994,8.982,0.0,0.7186,0.2246
17819,SO51812,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,6,72.0,432.0,0.0,34.56,10.8
17835,SO51814,HL Touring Handlebars,,Components,Handlebars,91.57,1/28/2013,2/9/2013,2/4/2013,No Discount,Australia,2,54.942,109.884,0.0,8.7907,2.7471
17846,SO51815,HL Touring Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,2,31.584,63.168,0.0,5.0534,1.5792
17852,SO51815,HL Bottom Bracket,,Components,Bottom Brackets,121.49,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,1,72.894,72.894,0.0,5.8315,1.8224
17863,SO51816,LL Road Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,1,26.724,26.724,0.0,2.1379,0.6681
17871,SO51818,ML Mountain Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,2,23.484,46.968,0.0,3.7574,1.1742
17878,SO51818,HL Mountain Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,2,72.162,144.324,0.0,11.5459,3.6081
17883,SO51818,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,4,31.584,126.336,0.0,10.1069,3.1584
17885,SO51818,LL Mountain Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,2,26.724,53.448,0.0,4.2758,1.3362
17889,SO51818,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,1,37.152,37.152,0.0,2.9722,0.9288
17904,SO51819,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,3,37.152,111.456,0.0,8.9165,2.7864
17906,SO51819,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,3,31.584,94.752,0.0,7.5802,2.3688
17921,SO51821,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,4,4.77,19.08,0.0,1.5264,0.477
17927,SO51821,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,6,2.994,17.964,0.0,1.4371,0.4491
17931,SO51821,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,1,31.584,31.584,0.0,2.5267,0.7896
17933,SO51821,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,5,72.0,360.0,0.0,28.8,9.0
17936,SO51821,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,2,37.152,74.304,0.0,5.9443,1.8576
17946,SO51822,LL Mountain Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,6,16.272,97.632,0.0,7.8106,2.4408
17956,SO51822,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,3,37.152,111.456,0.0,8.9165,2.7864
17979,SO51822,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,8,4.77,38.16,0.0,3.0528,0.954
17983,SO51822,ML Mountain Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,1,23.484,23.484,0.0,1.8787,0.5871
17991,SO51822,LL Mountain Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,5,26.724,133.62,0.0,10.6896,3.3405
17995,SO51822,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,6,2.994,17.964,0.0,1.4371,0.4491
17996,SO51822,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,6,72.0,432.0,0.0,34.56,10.8
17997,SO51822,HL Mountain Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,6,72.162,432.972,0.0,34.6378,10.8243
17998,SO51822,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,4,31.584,126.336,0.0,10.1069,3.1584
18017,SO51823,HL Touring Handlebars,,Components,Handlebars,91.57,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,2,54.942,109.884,0.0,8.7907,2.7471
18020,SO51823,LL Touring Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,3,16.272,48.816,0.0,3.9053,1.2204
18022,SO51823,LL Touring Handlebars,,Components,Handlebars,46.09,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,4,27.654,110.616,0.0,8.8493,2.7654
18025,SO51823,ML Touring Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,2,23.484,46.968,0.0,3.7574,1.1742
18031,SO51823,HL Touring Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,United Kingdom,6,31.584,189.504,0.0,15.1603,4.7376
18044,SO51824,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,6,37.152,222.912,0.0,17.833,5.5728
18046,SO51824,HL Mountain Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,3,72.162,216.486,0.0,17.3189,5.4122
18048,SO51824,ML Mountain Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,2,23.484,46.968,0.0,3.7574,1.1742
18057,SO51824,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,1,31.584,31.584,0.0,2.5267,0.7896
18065,SO51824,LL Mountain Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,2,26.724,53.448,0.0,4.2758,1.3362
18074,SO51824,LL Mountain Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,5,16.272,81.36,0.0,6.5088,2.034
18076,SO51824,HL Bottom Bracket,,Components,Bottom Brackets,121.49,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,1,72.894,72.894,0.0,5.8315,1.8224
18084,SO51825,LL Mountain Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,16.272,16.272,0.0,1.3018,0.4068
18093,SO51825,HL Mountain Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,72.162,144.324,0.0,11.5459,3.6081
18110,SO51825,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,37.152,74.304,0.0,5.9443,1.8576
18116,SO51825,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,31.584,63.168,0.0,5.0534,1.5792
18119,SO51825,LL Bottom Bracket,,Components,Bottom Brackets,53.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,32.394,97.182,0.0,7.7746,2.4296
18120,SO51825,LL Mountain Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,26.724,53.448,0.0,4.2758,1.3362
18122,SO51825,ML Mountain Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,10,23.484,234.84,0.0,18.7872,5.871
18139,SO51826,LL Touring Handlebars,,Components,Handlebars,46.09,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,1,27.654,27.654,0.0,2.2123,0.6914
18145,SO51826,HL Touring Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,5,31.584,157.92,0.0,12.6336,3.948
18155,SO51826,ML Touring Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,1,23.484,23.484,0.0,1.8787,0.5871
18156,SO51826,HL Touring Handlebars,,Components,Handlebars,91.57,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,1,54.942,54.942,0.0,4.3954,1.3736
18162,SO51827,HL Touring Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,31.584,63.168,0.0,5.0534,1.5792
18165,SO51827,LL Bottom Bracket,,Components,Bottom Brackets,53.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,32.394,32.394,0.0,2.5915,0.8099
18171,SO51827,HL Bottom Bracket,,Components,Bottom Brackets,121.49,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,72.894,72.894,0.0,5.8315,1.8224
18172,SO51827,LL Touring Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,4,16.272,65.088,0.0,5.207,1.6272
18185,SO51827,HL Touring Handlebars,,Components,Handlebars,91.57,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,54.942,109.884,0.0,8.7907,2.7471
18189,SO51828,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,5,4.77,23.85,0.0,1.908,0.5963
18212,SO51828,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,4,72.0,288.0,0.0,23.04,7.2
18213,SO51828,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,4,2.994,11.976,0.0,0.9581,0.2994
18231,SO51828,HL Road Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Central,5,72.162,360.81,0.0,28.8648,9.0203
18237,SO51829,LL Touring Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,16.272,32.544,0.0,2.6035,0.8136
18256,SO51830,HL Road Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,4,72.162,288.648,0.0,23.0918,7.2162
18259,SO51830,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,5,31.584,157.92,0.0,12.6336,3.948
18263,SO51830,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,4,72.0,288.0,0.0,23.04,7.2
18282,SO51830,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,9,4.77,42.93,0.0,3.4344,1.0733
18284,SO51830,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,4,2.994,11.976,0.0,0.9581,0.2994
18295,SO51831,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,2,31.584,63.168,0.0,5.0534,1.5792
18298,SO51831,HL Road Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,1,72.162,72.162,0.0,5.773,1.8041
18322,SO51832,LL Mountain Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,3,26.724,80.172,0.0,6.4138,2.0043
18328,SO51832,LL Mountain Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,3,16.272,48.816,0.0,3.9053,1.2204
18333,SO51832,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,2,31.584,63.168,0.0,5.0534,1.5792
18335,SO51832,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,8,72.0,576.0,0.0,46.08,14.4
18337,SO51832,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,8,4.77,38.16,0.0,3.0528,0.954
18352,SO51832,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,3,2.994,8.982,0.0,0.7186,0.2246
18361,SO51833,ML Mountain Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,23.484,46.968,0.0,3.7574,1.1742
18372,SO51833,LL Mountain Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,4,26.724,106.896,0.0,8.5517,2.6724
18373,SO51833,LL Mountain Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,16.272,48.816,0.0,3.9053,1.2204
18376,SO51833,HL Mountain Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,72.162,72.162,0.0,5.773,1.8041
18380,SO51834,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Australia,2,37.152,74.304,0.0,5.9443,1.8576
18383,SO51834,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Australia,5,4.77,23.85,0.0,1.908,0.5963
18384,SO51834,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Australia,3,72.0,216.0,0.0,17.28,5.4
18389,SO51834,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Australia,2,2.994,5.988,0.0,0.479,0.1497
18400,SO51835,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,4,72.0,288.0,0.0,23.04,7.2
18411,SO51835,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,3,2.994,8.982,0.0,0.7186,0.2246
18412,SO51835,HL Bottom Bracket,,Components,Bottom Brackets,121.49,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,4,72.894,291.576,0.0,23.3261,7.2894
18415,SO51835,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,4,4.77,19.08,0.0,1.5264,0.477
18426,SO51836,HL Road Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,72.162,72.162,0.0,5.773,1.8041
18436,SO51836,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,31.584,31.584,0.0,2.5267,0.7896
18437,SO51836,LL Road Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,26.724,80.172,0.0,6.4138,2.0043
18453,SO51837,HL Touring Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,4,31.584,126.336,0.0,10.1069,3.1584
18454,SO51837,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,Germany,16,66.0,1003.2,52.8,80.256,25.08
18466,SO51837,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,Germany,16,2.7445,41.7164,2.1956,3.3373,1.0429
18468,SO51837,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,2,4.77,9.54,0.0,0.7632,0.2385
18473,SO51837,HL Touring Handlebars,,Components,Handlebars,91.57,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,1,54.942,54.942,0.0,4.3954,1.3736
18475,SO51837,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,1/28/2013,2/9/2013,2/4/2013,Volume Discount 11 to 14,Germany,12,1.3282,15.6196,0.3188,1.2496,0.3905
18481,SO51837,ML Touring Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,1,23.484,23.484,0.0,1.8787,0.5871
18487,SO51837,LL Touring Handlebars,,Components,Handlebars,46.09,1/28/2013,2/9/2013,2/4/2013,No Discount,Germany,2,27.654,55.308,0.0,4.4246,1.3827
18494,SO51838,HL Road Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,2,72.162,144.324,0.0,11.5459,3.6081
18497,SO51838,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,3,31.584,94.752,0.0,7.5802,2.3688
18510,SO51838,LL Road Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Northwest,2,26.724,53.448,0.0,4.2758,1.3362
18522,SO51839,LL Road Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,2,26.724,53.448,0.0,4.2758,1.3362
18526,SO51839,HL Road Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,1,72.162,72.162,0.0,5.773,1.8041
18534,SO51839,Patch Kit/8 Patches,,Accessories,Tires and Tubes,2.29,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,6,1.374,8.244,0.0,0.6595,0.2061
18543,SO51839,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,Volume Discount 11 to 14,Canada,13,2.8942,36.8721,0.7525,2.9498,0.9218
18546,SO51839,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,3,31.584,94.752,0.0,7.5802,2.3688
18550,SO51839,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,3,72.0,216.0,0.0,17.28,5.4
18566,SO51839,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,5,4.77,23.85,0.0,1.908,0.5963
18572,SO51841,LL Road Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Northeast,1,26.724,26.724,0.0,2.1379,0.6681
18575,SO51842,LL Road Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,26.724,26.724,0.0,2.1379,0.6681
18583,SO51842,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,31.584,94.752,0.0,7.5802,2.3688
18588,SO51842,HL Road Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,72.162,144.324,0.0,11.5459,3.6081
18612,SO51843,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,2,4.77,9.54,0.0,0.7632,0.2385
18615,SO51843,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,3,2.994,8.982,0.0,0.7186,0.2246
18620,SO51843,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,5,37.152,185.76,0.0,14.8608,4.644
18621,SO51843,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,2,72.0,144.0,0.0,11.52,3.6
18623,SO51843,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,5,31.584,157.92,0.0,12.6336,3.948
18631,SO51844,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,4,72.0,288.0,0.0,23.04,7.2
18640,SO51844,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,2.994,8.982,0.0,0.7186,0.2246
18644,SO51844,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,6,4.77,28.62,0.0,2.2896,0.7155
18651,SO51845,ML Mountain Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,23.484,70.452,0.0,5.6362,1.7613
18656,SO51845,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,7,2.994,20.958,0.0,1.6766,0.524
18663,SO51845,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,10,72.0,720.0,0.0,57.6,18.0
18688,SO51845,HL Mountain Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,3,72.162,216.486,0.0,17.3189,5.4122
18691,SO51845,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,31.584,31.584,0.0,2.5267,0.7896
18697,SO51845,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,5,4.77,23.85,0.0,1.908,0.5963
18718,SO51848,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,1,31.584,31.584,0.0,2.5267,0.7896
18723,SO51848,LL Road Handlebars,,Components,Handlebars,44.54,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,5,26.724,133.62,0.0,10.6896,3.3405
18728,SO51849,HL Road Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southwest,2,31.584,63.168,0.0,5.0534,1.5792
18746,SO51850,Bike Wash - Dissolver,,Accessories,Cleaners,7.95,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,8,4.77,38.16,0.0,3.0528,0.954
18755,SO51850,HL Touring Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,8,31.584,252.672,0.0,20.2138,6.3168
18767,SO51850,Water Bottle - 30 oz.,,Accessories,Bottles and Cages,4.99,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,Canada,16,2.7445,41.7164,2.1956,3.3373,1.0429
18769,SO51850,HL Touring Handlebars,,Components,Handlebars,91.57,1/28/2013,2/9/2013,2/4/2013,No Discount,Canada,1,54.942,54.942,0.0,4.3954,1.3736
18771,SO51850,Hitch Rack - 4-Bike,,Accessories,Bike Racks,120.0,1/28/2013,2/9/2013,2/4/2013,Volume Discount 15 to 24,Canada,15,66.0,940.5,49.5,75.24,23.5125
18809,SO51853,LL Mountain Seat/Saddle,,Components,Saddles,27.12,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,3,16.272,48.816,0.0,3.9053,1.2204
18811,SO51853,ML Mountain Seat/Saddle,,Components,Saddles,39.14,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,1,23.484,23.484,0.0,1.8787,0.5871
18812,SO51853,HL Mountain Handlebars,,Components,Handlebars,120.27,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,2,72.162,144.324,0.0,11.5459,3.6081
18818,SO51853,ML Mountain Handlebars,,Components,Handlebars,61.92,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,3,37.152,111.456,0.0,8.9165,2.7864
18825,SO51853,HL Mountain Seat/Saddle,,Components,Saddles,52.64,1/28/2013,2/9/2013,2/4/2013,No Discount,Southeast,2,31.584,63.168,0.0,5.0534,1.5792
